platform,keyword,title,content,publish_time,like_count,comment_count,repost_count,url,content_clean,sentiment_score,sentiment,keywords
汽车之家,小米SU7,小米SU7平替？名爵轿跑MG 07曝光，智驾看齐特斯拉FSD - 汽车之家,小米SU7平替？名爵轿跑MG 07曝光，智驾看齐特斯拉FSD - 汽车之家 小米SU7平替？名爵轿跑MG 07曝光，智驾看齐特斯拉FSD 汽车之家,2026-06-06 11:55:33,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9qOVZINHdkM1BvblF1LVY4TzJZRzRtRThCSG5qVS1BMDRmNjVHbFZjZnU3TGtUWXNPWjFieDVPMjZmYURCdWJCVkNmRDd0bkFkTzVxZFl2N1VCZzA?oc=5,小米SU7平替？名爵轿跑MG07曝光，智驾看齐特斯拉FSD汽车之家小米SU7平替？名爵轿跑MG07曝光，智驾看齐特斯拉FSD汽车之家,0.2781666957461023,负面,"SU7,平替,MG07,智驾,FSD"
汽车之家,小米SU7,【视频】开了两年SU7内饰外观还可以如何升级 - 汽车之家,【视频】开了两年SU7内饰外观还可以如何升级 - 汽车之家 【视频】开了两年SU7内饰外观还可以如何升级 汽车之家,2026-06-07 00:10:53,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5abldhOHBEUlRkcmFiWDRtLTgwdmRpbERDVjJiemtZbmtCcjJqNTBtM2pKSDRRTDBmZkdVS2U3OHFnVTJLUzdxdzJQaFNfemNRZTlyU2F3RExxREE?oc=5,视频开了两年SU7内饰外观还可以如何升级汽车之家视频开了两年SU7内饰外观还可以如何升级汽车之家,0.8327552271068653,正面,"SU7,内饰,视频,外观,升级"
汽车之家,小米SU7,非要盯着小米SU7不放？配备双零重力座椅的阿维塔06难道不香吗？ - 汽车之家,非要盯着小米SU7不放？配备双零重力座椅的阿维塔06难道不香吗？ - 汽车之家 非要盯着小米SU7不放？配备双零重力座椅的阿维塔06难道不香吗？ 汽车之家,2026-06-04 14:37:39,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFAtMF9QbXU0TnlISHk4bUw1VzJ4bUUyal9BcWFDbnlBc0F5ejExWWtRR3duOHR3UVhzNnJjTG9FR0FBbS13anRlcDV0SHFOT1lSU1NfLTQxZ3lwU3c?oc=5,非要盯着小米SU7不放？配备双零重力座椅的阿维塔06难道不香吗？汽车之家非要盯着小米SU7不放？配备双零重力座椅的阿维塔06难道不香吗？汽车之家,0.4933008816665704,中性,"SU7,双零,06,不香,维塔"
汽车之家,小米SU7,【视频】怒开12小时！小米SU7续航到底行不行？ - 汽车之家,【视频】怒开12小时！小米SU7续航到底行不行？ - 汽车之家 【视频】怒开12小时！小米SU7续航到底行不行？ 汽车之家,2026-06-06 14:02:58,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBOSndVRV9oZDFQOXhNY0lNNVNfVzVOQzlzVzlNWndMejhVVzE0bG5XQmw3NjYzY1Q2WDAzT1hCcHppQkNjbS11VHJTVEpvYUdteF9mRHB3YWd5ZXc?oc=5,视频怒开12小时！小米SU7续航到底行不行？汽车之家视频怒开12小时！小米SU7续航到底行不行？汽车之家,0.0572796988340644,负面,"怒开,12,SU7,续航,小米"
汽车之家,小米SU7,【视频】小米新su7提车作业丨3W一站式改装 - 汽车之家,【视频】小米新su7提车作业丨3W一站式改装 - 汽车之家 【视频】小米新su7提车作业丨3W一站式改装 汽车之家,2026-06-06 07:47:03,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE54ZW82ZWgtbi0ya0hlRjBfV2NGMDJkQVI3TmpSNzdqbTRObTRTZklZeVFIdTljQ1EzRnUySjNFNlJoRGZ0dDFMVVhHSGpnQUcxWngzR1NQMzNQRGs?oc=5,视频小米新su7提车作业丨3W一站式改装汽车之家视频小米新su7提车作业丨3W一站式改装汽车之家,0.9457917168823642,正面,"su7,提车,3W,一站式,小米"
手机新浪网,小米SU7,小米SU7电吸门夹手_新浪新闻 - 手机新浪网,小米SU7电吸门夹手_新浪新闻 - 手机新浪网 小米SU7电吸门夹手_新浪新闻 手机新浪网,2026-06-07 07:39:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTE1DWkppb2RXVUpsV0FEdTVBSFNTOE01cWVTNTlKR1ViTDdNYXZKS0VTeDgySlBvYktpa2RqVHM5ckpPQkNMV3g3WXBQOVFDSUtac1h3bVpjWDR4MFhFQUtieEtlWQ?oc=5,小米SU7电吸门夹手新浪新闻手机新浪网小米SU7电吸门夹手新浪新闻手机新浪网,0.9990854252203758,正面,"夹手,SU7,电吸门,新浪网,小米"
汽车之家,小米SU7,下雨天SU7自动升窗加热，Model 3车主还在手动戳屏？ - 汽车之家,下雨天SU7自动升窗加热，Model 3车主还在手动戳屏？ - 汽车之家 下雨天SU7自动升窗加热，Model 3车主还在手动戳屏？ 汽车之家,2026-06-07 00:59:05,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBqY3BVdTR4OEpldlRVSWZyT3I0Qm90ZzByRVN0Y1kzdmFnOGo3Zng3ZjZsdmJpM2tZZWpCZWlvVE9EZGlWVUd4aDdyWVJMaTBoRlhKanBFbFo1aGs?oc=5,下雨天SU7自动升窗加热，Model3车主还在手动戳屏？汽车之家下雨天SU7自动升窗加热，Model3车主还在手动戳屏？汽车之家,0.0005589705479657,负面,"SU7,升窗,Model3,下雨天,手动"
汽车之家,小米SU7,对标小米SU7 吉利银河TT与启境GT7来袭 现在出手还是等新款？ - 汽车之家,对标小米SU7 吉利银河TT与启境GT7来袭 现在出手还是等新款？ - 汽车之家 对标小米SU7 吉利银河TT与启境GT7来袭 现在出手还是等新款？ 汽车之家,2026-06-06 03:50:27,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE41OHdxZ3U4X3JLUl9EbkF5QmV6bjFHc2FJUXhkR3JiMXp6SFBJQmYxbXNHMS1DbkE3bldLdHBiTE52VjVGdDdROGx2ajc0VlllN1VRU0ZsZ2lnN3M?oc=5,对标小米SU7吉利银河TT与启境GT7来袭现在出手还是等新款？汽车之家对标小米SU7吉利银河TT与启境GT7来袭现在出手还是等新款？汽车之家,0.9887987637622464,正面,"对标,SU7,TT,启境,GT7"
汽车之家,小米SU7,【视频】手握二十多万预算，现代伊兰特N和小米SU7该选谁？ - 汽车之家,【视频】手握二十多万预算，现代伊兰特N和小米SU7该选谁？ - 汽车之家 【视频】手握二十多万预算，现代伊兰特N和小米SU7该选谁？ 汽车之家,2026-06-06 11:22:39,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9aOW1qRFJrVHdsYXAtM3EyLWszX0RVT2g4WXZiQTIxVjJvaUNWblY5SDVjY1phUWtSLUFBR0JZbkpFTExFU2FvZmMtSWRyclFRQWRFaFVPSEdtWm8?oc=5,视频手握二十多万预算，现代伊兰特N和小米SU7该选谁？汽车之家视频手握二十多万预算，现代伊兰特N和小米SU7该选谁？汽车之家,0.2372006765697734,负面,"SU7,该选,伊兰特,二十多万,小米"
汽车之家,小米SU7,Model 3、SU7、i3高速实测，续航和智能谁更顶？ - 汽车之家,Model 3、SU7、i3高速实测，续航和智能谁更顶？ - 汽车之家 Model 3、SU7、i3高速实测，续航和智能谁更顶？ 汽车之家,2026-06-06 08:47:02,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5YazNNRTJOUlBpZjBuZDNEUGtrejNJdklNQTJSdHg4S2ZVdTYxbnNtTDcwNU1ZVEduVzVIc1d6V0QxeW5Ed0N6ck5XTV80VVdaT3h5WFgyQ2N4RDQ?oc=5,Model3、SU7、i3高速实测，续航和智能谁更顶？汽车之家Model3、SU7、i3高速实测，续航和智能谁更顶？汽车之家,0.9940697065969978,正面,"Model3,SU7,i3,续航,实测"
汽车之家,小米SU7,【视频】二手车卖的比新车还贵？看看这台26款小米SU7到底怎么个事 - 汽车之家,【视频】二手车卖的比新车还贵？看看这台26款小米SU7到底怎么个事 - 汽车之家 【视频】二手车卖的比新车还贵？看看这台26款小米SU7到底怎么个事 汽车之家,2026-06-06 03:01:45,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9YcnpSN3JDeU05YWpFWFhYR0ZlT3pBZWlDVVhqSGVtQ0RtRVUycjQzbFU1OHdmN2gtcjJTcExBN2RVRHBaelFnaHg0Sm56ZW12U01RcUNFbk5xNDg?oc=5,视频二手车卖的比新车还贵？看看这台26款小米SU7到底怎么个事汽车之家视频二手车卖的比新车还贵？看看这台26款小米SU7到底怎么个事汽车之家,0.0009618125017376,负面,"26,SU7,个事,还贵,这台"
手机新浪网,小米SU7,赵女士被小米SU7夹伤_新浪新闻 - 手机新浪网,赵女士被小米SU7夹伤_新浪新闻 - 手机新浪网 赵女士被小米SU7夹伤_新浪新闻 手机新浪网,2026-06-07 00:51:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTE4wWWRhaE1IdThaUEZLWDQyY2dyb3dvM1UwcEJXdWg4SUNCQUJaXzN4bUpscmdEdGstR3ZIUDZtNTd5M0pCSGpfTXhrVjAzcjdCZlk4WFRUVzFvbzdUVE9PMmRZRQ?oc=5,赵女士被小米SU7夹伤新浪新闻手机新浪网赵女士被小米SU7夹伤新浪新闻手机新浪网,0.9999995632170552,正面,"SU7,夹伤,新浪网,小米,新浪"
手机新浪网,小米SU7,【车企扎堆押注“9系”背后：利润承压与同质化隐忧】如果说过去两年中国车市的竞争主题是“7系降维打击”（如小米SU7、理想L7等将中大型新能源车拉入25万—30万元级红海），那么跨入2026年，战火已然全面向旗舰车型蔓延——“9系”车大混战。“9系”通常被定义为品牌 - 手机新浪网,【车企扎堆押注“9系”背后：利润承压与同质化隐忧】如果说过去两年中国车市的竞争主题是“7系降维打击”（如小米SU7、理想L7等将中大型新能源车拉入25万—30万元级红海），那么跨入2026年，战火已然全面向旗舰车型蔓延——“9系”车大混战。“9系”通常被定义为品牌 - 手机新浪网 【车企扎堆押注“9系”背后：利润承压与同质化隐忧】如果说过去两年中国车市的竞争主题是“7系降维打击”（如小米SU7、理想L7等将中大型新能源车拉入25万—30万元级红海），那么跨入2026年，战火已然全面向旗舰车型蔓延——“9系”车大混战。“9系”通常被定义为品牌 手机新浪网,2026-06-06 06:20:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBGV3B1QmM2UWhwMzRDc1Z5STYxSXY5OGdPVzJtclpYV2lPVmJvWDdvZ0Y0eFpreVAyS29hY0JaS2lZMmVEQ3J5MEU3elJtMk1HMjBXVjgwczNURjI5YXJ4WHliTQ?oc=5,车企扎堆押注9系背后：利润承压与同质化隐忧如果说过去两年中国车市的竞争主题是7系降维打击如小米SU7、理想L7等将中大型新能源车拉入25万30万元级红海，那么跨入2026年，战火已然全面向旗舰车型蔓延9系车大混战。9系通常被定义为品牌手机新浪网车企扎堆押注9系背后：利润承压与同质化隐忧如果说过去两年中国车市的竞争主题是7系降维打击如小米SU7、理想L7等将中大型新能源车拉入25万30万元级红海，那么跨入2026年，战火已然全面向旗舰车型蔓延9系车大混战。9系通常被定义为品牌手机新浪网,0.923708126643484,正面,"车企,系降维,SU7,L7,车拉入"
汽车之家,小米SU7,这辆“人民版SU7”，真不是说说而已——五菱星光全解析 - 汽车之家,这辆“人民版SU7”，真不是说说而已——五菱星光全解析 - 汽车之家 这辆“人民版SU7”，真不是说说而已——五菱星光全解析 汽车之家,2026-06-04 11:12:46,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1RSTF0bThvLUpJUExybm40b01iNUsyZVpmZnFRRUN5Y3poQ0NDQVd5YnNERlktN3ByaHAxVDV6SGZQRTRobm1uX21HSTNWNE1hZ0tBNTNGUEJhMkU?oc=5,这辆人民版SU7，真不是说说而已五菱星光全解析汽车之家这辆人民版SU7，真不是说说而已五菱星光全解析汽车之家,0.991804970697024,正面,"SU7,五菱,这辆,星光,解析"
汽车之家,小米SU7,小米SU7 vs 尚界Z7 高速续航和快充，谁更懂长途？ - 汽车之家,小米SU7 vs 尚界Z7 高速续航和快充，谁更懂长途？ - 汽车之家 小米SU7 vs 尚界Z7 高速续航和快充，谁更懂长途？ 汽车之家,2026-06-06 01:20:43,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9wUmxNenNFcHgyT2NVbjR5VWdTeENZMEpleGtpT2pMWS1CdHlVTHdDRnVkSjV3SkV6ckYzMy1NcDkxSW9fUXdFazZaODE5UXNHZXptYkVJbUlQRGs?oc=5,小米SU7vs尚界Z7高速续航和快充，谁更懂长途？汽车之家小米SU7vs尚界Z7高速续航和快充，谁更懂长途？汽车之家,0.9293895235562024,正面,"SU7vs,尚界,Z7,快充,续航"
汽车之家,小米SU7,早高峰堵车时，小米SU7、尚界Z7、奥迪E5的智驾谁更靠谱？ - 汽车之家,早高峰堵车时，小米SU7、尚界Z7、奥迪E5的智驾谁更靠谱？ - 汽车之家 早高峰堵车时，小米SU7、尚界Z7、奥迪E5的智驾谁更靠谱？ 汽车之家,2026-06-06 06:11:36,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE4tbnk0OXFJRWh5Q0ItQXNCc1hLZ1dxQkNUb0RXd085V0lKOWQ5aGtRWkhMYUZqc3VQSE5KV0RZT0luaGhvdFI2dDMzcmVncFhPMkJDVmc2eUFNaWs?oc=5,早高峰堵车时，小米SU7、尚界Z7、奥迪E5的智驾谁更靠谱？汽车之家早高峰堵车时，小米SU7、尚界Z7、奥迪E5的智驾谁更靠谱？汽车之家,0.993417452435303,正面,"SU7,尚界,Z7,E5,智驾"
汽车之家,小米SU7,【视频】开了两年的su7还能如何整备得像新车一样？ - 汽车之家,【视频】开了两年的su7还能如何整备得像新车一样？ - 汽车之家 【视频】开了两年的su7还能如何整备得像新车一样？ 汽车之家,2026-06-06 08:32:17,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9FZ2hQX0haUVJzaUF3b0ZNbkZXeWtxVTZuLTVCNU5GZndfS3Y5bF9nWWZSY3FRRjN6TjhBVE5VR2I5M0pCN2p2cXFXOGFOYXRWX0VuZl9oOG5BdU0?oc=5,视频开了两年的su7还能如何整备得像新车一样？汽车之家视频开了两年的su7还能如何整备得像新车一样？汽车之家,0.0226776600108296,负面,"su7,整备,视频,新车,两年"
汽车之家,小米SU7,21.99万起的新款小米SU7涨价4000，值不值？买什么配置更合适？ - 汽车之家,21.99万起的新款小米SU7涨价4000，值不值？买什么配置更合适？ - 汽车之家 21.99万起的新款小米SU7涨价4000，值不值？买什么配置更合适？ 汽车之家,2026-06-07 00:00:32,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBzRlFsM2VmaEJFYl9NZW5UelVhTVFIand5LVhOWk14eTFlblY2Nk1aN1E1YldRNGVqb3M3MkxDZkp6Q09uMk1XX3FEMGRRR01LR0tuWlZrTUVlRGM?oc=5,21.99万起的新款小米SU7涨价4000，值不值？买什么配置更合适？汽车之家21.99万起的新款小米SU7涨价4000，值不值？买什么配置更合适？汽车之家,0.9994123146530922,正面,"21.99,万起,SU7,4000,值不值"
华商网,小米SU7,女子被小米SU7车门夹骨折 小米：电吸门确无防夹功能 - 华商网,女子被小米SU7车门夹骨折 小米：电吸门确无防夹功能 - 华商网 女子被小米SU7车门夹骨折 小米：电吸门确无防夹功能 华商网,2026-06-07 06:56:19,0,0,0,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBKNG1ydUU0eE55S1IxOUlLRTVRNVo0NmpIcElRbFBqOEgzSUZ2YUFaWi1ERUU5Y2ZvRlVrNW1GNmEyMDFTY1lvSW16dFc4OGxoRVZrQ0p6SXNtdHVtVzBB?oc=5,女子被小米SU7车门夹骨折小米：电吸门确无防夹功能华商网女子被小米SU7车门夹骨折小米：电吸门确无防夹功能华商网,0.9999057501834334,正面,"小米,确无,SU7,电吸门,防夹"
新浪财经,小米SU7,小米新SU7 逼急特斯拉 - 新浪财经,小米新SU7 逼急特斯拉 - 新浪财经 小米新SU7 逼急特斯拉 新浪财经,2026-06-04 14:44:07,0,0,0,https://news.google.com/rss/articles/CBMisgVBVV95cUxQZmh3NFZZSjZQQnFMenJTUEhJNGVBUkVKVm5JbEZaZHFlYW1sOElDdmYydUozX1p1WVFyM0hPTHNGaEREajdzMkRrcXA5UVIxbHAzbHRua25EekNHV2JPZHR5YWJLR0thQmVkc0dpT0VlR0ZhNVAxQlFYeEJuWFFYN0pjSGZWenAwUUJ3SExmWF9CUE0wLUUtWTBtRjFWX2hlSUJfemRUYmVra2JibGpzallLSHAyenFTUlEyNmRiQ0JRLXhlT1B4OVl2d3ZMWGtyeTdCUndNZ09PMzdkSmdvcWJ0b0swSjFHZkEwU0NNRVFoMmxoMFdsa29uaGNXVlZwaDhYWjVVNDVET2hQT2kxY3AxeEtQRGhDM24xY3N1cHlnQ19EcndhUHdmaFlKNUlZQ3A1QU11NFlZMlc4YUgzdy11bFpLY0NVS19tNDZSSEdxODNsTU12MVpsUF9DT055UVBDMEQ5cmUyTlp6akhyUXlheGcyaXFWSGdwdnBaZDQ4S0JxX056S1JYX0VxWVMyaXJJUUZXVUN1czhmLXFodl9aSmhTYTNkTXEtRWxPOUtCT0lHdGVrMFA3V3J0a21JYVlMUjAtX2Z3NXc3ZE9rZEwydFFIcURJNnZZZEhLdVJLMEU4QUNIQTFKdE1uSHA2RHVoR3JxZC14WUhzV0JfRXVLeDlEMkxrbUZJSHBtM0VaeG1TbW1EOGxCajZVbktWa0NJY3RjekZZdTVFQ2NqT3lhNTlDTW5PM2JyMzN6Q0FnUmJ6UnhLZjVWbkNQcjg3VlRDUXRwbVdTNHZvbXpxMHpwQXpRdzNfYmIzZmZleHlhZmhmY0FZZ3ZVWi1MNUFLNVJ5OXM2V2lRbDB1aU9qVEdMaVIxTXBRbEpVU0Y4engxQ25QNFR3MGFROXBOdzVlMWc?oc=5,小米新SU7逼急特斯拉新浪财经小米新SU7逼急特斯拉新浪财经,0.9987964701506988,正面,"SU7,逼急,特斯拉,小米,新浪"
紫牛新闻,小米SU7,加装的电吸门成“咬手门”！小米SU7车主拇指被夹骨折 官方客服：电吸车门确无防夹功能 - 紫牛新闻,加装的电吸门成“咬手门”！小米SU7车主拇指被夹骨折 官方客服：电吸车门确无防夹功能 - 紫牛新闻 加装的电吸门成“咬手门”！小米SU7车主拇指被夹骨折 官方客服：电吸车门确无防夹功能 紫牛新闻,2026-06-06 10:27:00,0,0,0,https://news.google.com/rss/articles/CBMieEFVX3lxTFAwT2w2bVhGVmNKTUVBVDRLOWxsMkdHLUJOdVdpcmpiOGtvRDBTdmVLZ1lWUktRdXVYeWVGVWdtTFpmOXRFbkpvR1dnOU9qWmdMSjhadVZIcG1MTzNCQm5QcEhzNUlNUVBnT0tZMG1tY085SjR6RGJHcg?oc=5,加装的电吸门成咬手门！小米SU7车主拇指被夹骨折官方客服：电吸车门确无防夹功能紫牛新闻加装的电吸门成咬手门！小米SU7车主拇指被夹骨折官方客服：电吸车门确无防夹功能紫牛新闻,0.0165073815134296,负面,"确无,吸门成,手门,SU7,电吸"
汽车之家,小米SU7,小米 SU7换代真相：老车主看完沉默，准新车主狂喜 - 汽车之家,小米 SU7换代真相：老车主看完沉默，准新车主狂喜 - 汽车之家 小米 SU7换代真相：老车主看完沉默，准新车主狂喜 汽车之家,2026-06-06 08:46:21,0,0,0,https://news.google.com/rss/articles/CBMiXkFVX3lxTE92MUhFYV8zQ2hjd24wOEYyQWNfc09nRFI3ekhFUDFZTEZ6dUNxTG1QTzI0SWpRYnBLdU5KY0tnWm9qNXFyaDZIVTRjdDRPSTV0WVNZcmJsMzZwUzEzRXc?oc=5,小米SU7换代真相：老车主看完沉默，准新车主狂喜汽车之家小米SU7换代真相：老车主看完沉默，准新车主狂喜汽车之家,0.9999675904253036,正面,"车主,SU7,准新,换代,狂喜"
